genero,ocupacion,sector,edad,escolaridad,informal,municipio,factor
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,santa_catarina,380
H,trabajador,Comercio,25-49,Primaria o Secundaria,1,santa_catarina,380
H,trabajador,Industria manufacturera,18-24,Primaria o Secundaria,0,santa_catarina,380
H,trabajador,Servicios,15-17,Primaria o Secundaria,1,santa_catarina,380
H,trabajador,Industria manufacturera,60-64,Carrera técnica o preparatoria,0,apodaca,419
H,trabajador,Industria manufacturera,50-59,Primaria o Secundaria,0,apodaca,419
F,trabajador,Servicios,50-59,Primaria o Secundaria,1,apodaca,419
H,independiente,Comercio,25-49,Primaria o Secundaria,1,apodaca,419
F,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,apodaca,419
H,trabajador,Transporte y comunicaciones,50-59,Carrera técnica o preparatoria,0,apodaca,477
H,trabajador,Comercio,25-49,Primaria o Secundaria,1,apodaca,477
F,trabajador,Servicios,25-49,Primaria o Secundaria,0,apodaca,477
H,trabajador,Industria manufacturera,50-59,Primaria o Secundaria,0,apodaca,477
H,trabajador,Agricultura y ganadería,65-130,Licenciatura,0,san_pedro,734
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,san_pedro,734
H,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,escobedo,407
F,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,escobedo,407
H,independiente,Construcción,50-59,Primaria o Secundaria,1,escobedo,407
H,trabajador,Industria manufacturera,18-24,Licenciatura,0,escobedo,407
F,trabajador,Industria manufacturera,18-24,Licenciatura,0,escobedo,407
H,trabajador,Comercio,25-49,Licenciatura,0,escobedo,407
H,trabajador,Industria manufacturera,50-59,Carrera técnica o preparatoria,0,escobedo,407
H,trabajador,Servicios,65-130,Primaria o Secundaria,1,guadalupe,374
F,trabajador,Servicios,50-59,Primaria o Secundaria,0,guadalupe,374
H,trabajador,Construcción,50-59,Primaria o Secundaria,1,guadalupe,374
H,independiente,Comercio,25-49,Carrera técnica o preparatoria,1,guadalupe,374
H,trabajador,Servicios,25-49,Primaria o Secundaria,0,guadalupe,374
H,trabajador,Industria manufacturera,18-24,Primaria o Secundaria,0,guadalupe,374
H,trabajador,Industria manufacturera,50-59,Carrera técnica o preparatoria,0,apodaca,404
H,trabajador,Comercio,25-49,Carrera técnica o preparatoria,0,apodaca,404
F,trabajador,Industria manufacturera,50-59,Carrera técnica o preparatoria,0,apodaca,404
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,apodaca,404
H,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,apodaca,404
F,trabajador,Comercio,25-49,Licenciatura,0,apodaca,404
H,trabajador,Construcción,25-49,Licenciatura,0,apodaca,404
H,independiente,Servicios,65-130,Primaria o Secundaria,1,monterrey,421
F,independiente,Servicios,65-130,Primaria o Secundaria,1,monterrey,421
H,trabajador,Industria manufacturera,18-24,Primaria o Secundaria,1,monterrey,421
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,1,monterrey,421
H,trabajador,Industria manufacturera,18-24,Primaria o Secundaria,1,monterrey,421
H,trabajador,Servicios,25-49,Primaria o Secundaria,1,monterrey,421
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,monterrey,421
H,trabajador,Comercio,50-59,Primaria o Secundaria,0,monterrey,421
F,trabajador,Gobierno,25-49,Licenciatura,0,monterrey,421
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,monterrey,345
F,independiente,Comercio,18-24,Primaria o Secundaria,1,monterrey,345
H,trabajador,Construcción,25-49,Primaria o Secundaria,1,monterrey,345
H,trabajador,Construcción,18-24,Primaria o Secundaria,1,monterrey,345
F,independiente,Servicios,25-49,Primaria o Secundaria,1,monterrey,345
H,trabajador,Comercio,25-49,Primaria o Secundaria,0,monterrey,345
H,trabajador,Construcción,18-24,Primaria o Secundaria,1,monterrey,345
H,independiente,Transporte y comunicaciones,25-49,Primaria o Secundaria,1,santa_catarina,397
F,trabajador,Servicios,15-17,Carrera técnica o preparatoria,0,santa_catarina,397
H,trabajador,Industria manufacturera,15-17,Primaria o Secundaria,0,santa_catarina,397
H,trabajador,Servicios,18-24,Carrera técnica o preparatoria,0,santa_catarina,397
H,trabajador,Otro,25-49,Primaria o Secundaria,0,santa_catarina,397
F,trabajador,Servicios,25-49,Carrera técnica o preparatoria,1,santa_catarina,397
H,trabajador,Construcción,25-49,Primaria o Secundaria,1,santa_catarina,397
F,trabajador,Servicios,60-64,Primaria o Secundaria,1,santa_catarina,397
H,trabajador,Construcción,25-49,Licenciatura,1,santa_catarina,506
H,trabajador,Otro,50-59,Primaria o Secundaria,0,santa_catarina,506
F,independiente,Comercio,50-59,Carrera técnica o preparatoria,1,santa_catarina,506
F,trabajador,Otro,25-49,Licenciatura,0,santa_catarina,506
H,trabajador,Otro,18-24,Licenciatura,0,santa_catarina,506
H,trabajador,Servicios,50-59,Licenciatura,0,santa_catarina,506
F,trabajador,Servicios,50-59,Carrera técnica o preparatoria,0,santa_catarina,506
F,trabajador,Servicios,25-49,Licenciatura,0,santa_catarina,506
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,apodaca,381
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,apodaca,381
H,trabajador,Construcción,25-49,Primaria o Secundaria,0,apodaca,381
H,trabajador,Industria manufacturera,25-49,Licenciatura,0,apodaca,381
H,trabajador,Gobierno,60-64,Licenciatura,0,apodaca,376
F,trabajador,Servicios,25-49,Licenciatura,0,apodaca,376
F,trabajador,Servicios,25-49,Licenciatura,0,apodaca,376
H,trabajador,Servicios,25-49,Licenciatura,0,apodaca,376
H,trabajador,Transporte y comunicaciones,25-49,Carrera técnica o preparatoria,0,santa_catarina,526
F,trabajador,Servicios,25-49,Primaria o Secundaria,0,santa_catarina,526
F,trabajador,Servicios,25-49,Licenciatura,1,santa_catarina,526
H,trabajador,Servicios,15-17,Carrera técnica o preparatoria,0,santa_catarina,526
H,trabajador,Servicios,15-17,Carrera técnica o preparatoria,0,santa_catarina,526
H,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,santa_catarina,526
F,trabajador,Servicios,25-49,Primaria o Secundaria,0,santa_catarina,526
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,santa_catarina,526
F,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,santa_catarina,526
H,independiente,Construcción,65-130,Primaria o Secundaria,1,guadalupe,367
H,independiente,Construcción,65-130,Primaria o Secundaria,1,guadalupe,367
F,trabajador,Servicios,50-59,Primaria o Secundaria,1,guadalupe,367
H,independiente,Construcción,50-59,Primaria o Secundaria,1,guadalupe,367
F,trabajador,Servicios,60-64,Primaria o Secundaria,1,guadalupe,367
H,trabajador,Servicios,25-49,Carrera técnica o preparatoria,1,guadalupe,367
H,trabajador,Servicios,60-64,Primaria o Secundaria,1,guadalupe,367
F,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,escobedo,394
H,trabajador,Comercio,18-24,Carrera técnica o preparatoria,0,escobedo,394
F,independiente,Comercio,25-49,Primaria o Secundaria,1,escobedo,394
F,independiente,Comercio,50-59,Primaria o Secundaria,1,escobedo,394
H,independiente,Comercio,65-130,Carrera técnica o preparatoria,1,escobedo,394
H,trabajador,Servicios,25-49,Licenciatura,0,monterrey,302
F,independiente,Servicios,25-49,Carrera técnica o preparatoria,1,monterrey,302
H,trabajador,Servicios,50-59,Primaria o Secundaria,0,monterrey,302
F,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,monterrey,302
H,trabajador,Comercio,18-24,Carrera técnica o preparatoria,0,monterrey,302
H,trabajador,Servicios,65-130,Primaria o Secundaria,1,monterrey,302
F,trabajador,Servicios,18-24,Licenciatura,1,monterrey,302
H,trabajador,Servicios,18-24,Carrera técnica o preparatoria,1,monterrey,302
H,trabajador,Servicios,18-24,Carrera técnica o preparatoria,1,monterrey,302
H,trabajador,Servicios,18-24,Primaria o Secundaria,1,monterrey,302
H,trabajador,Servicios,25-49,Carrera técnica o preparatoria,1,monterrey,1429
F,trabajador,Servicios,18-24,Licenciatura,1,monterrey,1429
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,santa_catarina,450
F,trabajador,Comercio,25-49,Carrera técnica o preparatoria,0,santa_catarina,450
H,trabajador,Industria manufacturera,18-24,Licenciatura,0,santa_catarina,450
F,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,santa_catarina,450
F,trabajador,Servicios,18-24,Carrera técnica o preparatoria,0,santa_catarina,450
H,trabajador,Construcción,25-49,Primaria o Secundaria,0,santa_catarina,450
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,santa_catarina,450
H,trabajador,Transporte y comunicaciones,15-17,Primaria o Secundaria,1,santa_catarina,450
F,trabajador,Servicios,60-64,Sin Instrucción,1,santa_catarina,450
F,trabajador,Servicios,25-49,Primaria o Secundaria,0,santa_catarina,450
F,trabajador,Servicios,25-49,Primaria o Secundaria,0,santa_catarina,348
H,trabajador,Industria manufacturera,18-24,Licenciatura,0,santa_catarina,348
F,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,santa_catarina,348
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,santa_catarina,348
F,trabajador,Servicios,25-49,Licenciatura,0,santa_catarina,348
F,independiente,Comercio,60-64,Sin Instrucción,1,santa_catarina,348
H,independiente,Transporte y comunicaciones,25-49,Carrera técnica o preparatoria,1,santa_catarina,348
F,trabajador,Gobierno,50-59,Licenciatura,0,garcia,605
H,trabajador,Comercio,18-24,Carrera técnica o preparatoria,0,garcia,605
F,trabajador,Otro,25-49,Licenciatura,0,garcia,605
H,trabajador,Construcción,18-24,Carrera técnica o preparatoria,0,garcia,605
H,trabajador,Servicios,50-59,Carrera técnica o preparatoria,0,garcia,605
F,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,garcia,605
H,independiente,Comercio,25-49,Licenciatura,1,garcia,605
F,independiente,Servicios,25-49,Licenciatura,0,garcia,605
H,trabajador,Servicios,25-49,Primaria o Secundaria,0,garcia,605
F,trabajador,Servicios,25-49,Postgrado,0,garcia,605
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,1,garcia,605
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,apodaca,378
F,trabajador,Servicios,25-49,Licenciatura,0,apodaca,378
H,trabajador,Comercio,25-49,Carrera técnica o preparatoria,0,apodaca,378
H,independiente,Transporte y comunicaciones,25-49,Primaria o Secundaria,1,apodaca,378
F,trabajador,Gobierno,18-24,Licenciatura,0,apodaca,378
H,trabajador,Transporte y comunicaciones,25-49,Primaria o Secundaria,0,apodaca,378
H,trabajador,Servicios,50-59,Licenciatura,0,monterrey,495
H,trabajador,Servicios,25-49,Licenciatura,0,monterrey,495
H,trabajador,Otro,50-59,Postgrado,0,monterrey,495
H,independiente,Construcción,50-59,Primaria o Secundaria,1,guadalupe,367
H,trabajador,Servicios,25-49,Primaria o Secundaria,0,guadalupe,367
H,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,guadalupe,367
F,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,guadalupe,367
F,independiente,Comercio,60-64,Primaria o Secundaria,1,guadalupe,367
H,trabajador,Comercio,25-49,Primaria o Secundaria,0,guadalupe,478
F,independiente,Comercio,25-49,Primaria o Secundaria,1,guadalupe,478
H,independiente,Transporte y comunicaciones,60-64,Primaria o Secundaria,1,guadalupe,478
H,independiente,Servicios,25-49,Primaria o Secundaria,1,guadalupe,478
H,trabajador,Comercio,12-14,Primaria o Secundaria,1,guadalupe,478
F,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,guadalupe,478
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,guadalupe,478
F,independiente,Comercio,25-49,Primaria o Secundaria,1,guadalupe,478
H,trabajador,Servicios,25-49,Licenciatura,0,monterrey,370
F,trabajador,Servicios,25-49,Licenciatura,0,monterrey,370
H,trabajador,Industria manufacturera,25-49,Licenciatura,0,monterrey,370
F,trabajador,Comercio,25-49,Carrera técnica o preparatoria,0,monterrey,370
F,trabajador,Industria manufacturera,25-49,Licenciatura,0,monterrey,370
H,trabajador,Industria manufacturera,25-49,Licenciatura,0,monterrey,370
F,trabajador,Servicios,25-49,Licenciatura,0,monterrey,370
H,trabajador,Industria manufacturera,25-49,Licenciatura,0,monterrey,596
H,independiente,Servicios,50-59,Licenciatura,1,monterrey,596
H,independiente,Servicios,25-49,Licenciatura,0,monterrey,596
F,trabajador,Comercio,18-24,Carrera técnica o preparatoria,0,monterrey,596
H,trabajador,Servicios,25-49,Licenciatura,0,monterrey,596
H,independiente,Transporte y comunicaciones,25-49,Licenciatura,1,monterrey,474
F,trabajador,Comercio,18-24,Licenciatura,0,monterrey,474
H,independiente,Transporte y comunicaciones,50-59,Carrera técnica o preparatoria,0,monterrey,474
F,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,monterrey,474
H,trabajador,Construcción,25-49,Primaria o Secundaria,1,monterrey,474
F,independiente,Comercio,25-49,Primaria o Secundaria,1,monterrey,474
H,independiente,Comercio,25-49,Primaria o Secundaria,1,monterrey,474
H,trabajador,Comercio,25-49,Carrera técnica o preparatoria,0,san_nicolas,390
F,trabajador,Servicios,50-59,Carrera técnica o preparatoria,0,san_nicolas,390
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,san_nicolas,390
H,trabajador,Comercio,25-49,Licenciatura,0,san_nicolas,390
H,trabajador,Servicios,25-49,Licenciatura,0,san_nicolas,390
H,trabajador,Otro,25-49,Licenciatura,0,san_nicolas,390
F,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,san_nicolas,390
F,trabajador,Servicios,25-49,Licenciatura,0,san_nicolas,461
H,trabajador,Servicios,18-24,Licenciatura,0,san_nicolas,461
H,trabajador,Otro,50-59,Carrera técnica o preparatoria,0,san_nicolas,461
F,trabajador,Otro,50-59,Licenciatura,0,san_nicolas,461
F,trabajador,Comercio,18-24,Licenciatura,0,san_nicolas,461
H,trabajador,Comercio,25-49,Licenciatura,0,san_nicolas,461
F,trabajador,Servicios,25-49,Licenciatura,0,san_nicolas,461
F,trabajador,Transporte y comunicaciones,50-59,Primaria o Secundaria,0,san_nicolas,461
F,trabajador,Servicios,50-59,Primaria o Secundaria,0,apodaca,408
H,independiente,Comercio,25-49,Primaria o Secundaria,1,apodaca,408
H,trabajador,Industria manufacturera,18-24,Primaria o Secundaria,1,apodaca,408
H,trabajador,Industria manufacturera,50-59,Primaria o Secundaria,0,apodaca,408
F,trabajador,Industria manufacturera,50-59,Primaria o Secundaria,0,apodaca,408
H,trabajador,Servicios,18-24,Carrera técnica o preparatoria,0,apodaca,408
H,trabajador,Otro,18-24,Carrera técnica o preparatoria,0,apodaca,408
F,independiente,Comercio,25-49,Carrera técnica o preparatoria,1,apodaca,408
H,independiente,Comercio,25-49,Primaria o Secundaria,1,apodaca,408
H,independiente,Comercio,50-59,Primaria o Secundaria,0,guadalupe,402
F,otro,Comercio,50-59,Primaria o Secundaria,1,guadalupe,402
H,independiente,Comercio,50-59,Primaria o Secundaria,1,guadalupe,402
F,trabajador,Comercio,25-49,Carrera técnica o preparatoria,0,guadalupe,402
F,trabajador,Comercio,18-24,Carrera técnica o preparatoria,0,guadalupe,402
H,trabajador,Servicios,18-24,Carrera técnica o preparatoria,0,guadalupe,402
H,independiente,Transporte y comunicaciones,25-49,Primaria o Secundaria,1,guadalupe,402
F,trabajador,Servicios,25-49,Carrera técnica o preparatoria,1,guadalupe,402
H,trabajador,Servicios,15-17,Carrera técnica o preparatoria,0,guadalupe,402
F,trabajador,Comercio,60-64,Primaria o Secundaria,1,guadalupe,402
H,trabajador,Industria manufacturera,25-49,Licenciatura,0,guadalupe,402
H,trabajador,Transporte y comunicaciones,25-49,Primaria o Secundaria,1,guadalupe,402
H,trabajador,Servicios,50-59,Carrera técnica o preparatoria,0,guadalupe,366
F,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,guadalupe,366
H,independiente,Construcción,25-49,Primaria o Secundaria,1,guadalupe,366
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,guadalupe,366
F,trabajador,Industria manufacturera,18-24,Primaria o Secundaria,0,guadalupe,366
H,independiente,Construcción,25-49,Primaria o Secundaria,1,guadalupe,366
F,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,guadalupe,366
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,guadalupe,366
F,independiente,Construcción,25-49,Primaria o Secundaria,1,guadalupe,366
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,guadalupe,366
F,independiente,Comercio,18-24,Primaria o Secundaria,1,guadalupe,366
H,independiente,Transporte y comunicaciones,25-49,Primaria o Secundaria,1,juarez,437
F,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,juarez,437
H,trabajador,Industria manufacturera,18-24,Primaria o Secundaria,0,juarez,437
H,trabajador,Industria manufacturera,50-59,Carrera técnica o preparatoria,0,juarez,437
F,trabajador,Servicios,25-49,Licenciatura,0,juarez,437
H,trabajador,Comercio,18-24,Carrera técnica o preparatoria,0,juarez,437
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,juarez,437
H,trabajador,Servicios,25-49,Licenciatura,0,juarez,437
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,monterrey,371
F,trabajador,Industria manufacturera,18-24,Licenciatura,0,monterrey,371
H,trabajador,Servicios,25-49,Licenciatura,0,monterrey,371
F,trabajador,Servicios,25-49,Licenciatura,0,monterrey,371
F,independiente,Servicios,25-49,Licenciatura,1,monterrey,371
H,trabajador,Construcción,65-130,Primaria o Secundaria,0,monterrey,447
H,trabajador,Servicios,12-14,Primaria o Secundaria,1,monterrey,447
H,trabajador,Construcción,25-49,Primaria o Secundaria,0,monterrey,447
H,trabajador,Servicios,25-49,Primaria o Secundaria,0,monterrey,447
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,monterrey,447
F,independiente,Comercio,60-64,Primaria o Secundaria,1,monterrey,447
F,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,monterrey,447
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,monterrey,447
H,trabajador,Construcción,25-49,Primaria o Secundaria,1,monterrey,447
F,independiente,Comercio,25-49,Primaria o Secundaria,1,monterrey,447
F,independiente,Comercio,60-64,Primaria o Secundaria,1,monterrey,345
H,trabajador,Transporte y comunicaciones,50-59,Carrera técnica o preparatoria,0,monterrey,345
F,trabajador,Servicios,50-59,Carrera técnica o preparatoria,1,monterrey,345
H,trabajador,Comercio,60-64,Carrera técnica o preparatoria,0,monterrey,345
F,independiente,Servicios,60-64,Carrera técnica o preparatoria,1,monterrey,345
H,trabajador,Comercio,25-49,Licenciatura,0,monterrey,345
H,trabajador,Servicios,25-49,Licenciatura,1,monterrey,345
F,trabajador,Gobierno,50-59,Primaria o Secundaria,0,monterrey,345
F,trabajador,Gobierno,18-24,Primaria o Secundaria,0,monterrey,345
H,trabajador,Industria manufacturera,18-24,Primaria o Secundaria,0,monterrey,345
F,trabajador,Otro,60-64,Primaria o Secundaria,1,monterrey,345
H,trabajador,Industria manufacturera,18-24,Primaria o Secundaria,0,monterrey,345
H,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,san_nicolas,370
F,trabajador,Comercio,25-49,Licenciatura,1,san_nicolas,370
H,independiente,Servicios,25-49,Carrera técnica o preparatoria,1,san_nicolas,370
F,otro,Servicios,25-49,Carrera técnica o preparatoria,1,san_nicolas,370
F,otro,Gobierno,15-17,Carrera técnica o preparatoria,1,san_nicolas,370
H,trabajador,Comercio,25-49,Licenciatura,0,san_nicolas,370
F,trabajador,Industria manufacturera,18-24,Licenciatura,0,san_nicolas,370
H,trabajador,Construcción,50-59,Primaria o Secundaria,0,juarez,496
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,juarez,496
F,trabajador,Comercio,18-24,Carrera técnica o preparatoria,1,juarez,496
H,trabajador,Comercio,65-130,Primaria o Secundaria,0,juarez,496
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,juarez,496
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,juarez,496
F,trabajador,Comercio,25-49,Primaria o Secundaria,0,juarez,496
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,escobedo,424
H,independiente,Comercio,50-59,Primaria o Secundaria,1,escobedo,424
F,trabajador,Servicios,25-49,Licenciatura,0,escobedo,424
H,trabajador,Transporte y comunicaciones,50-59,Primaria o Secundaria,1,escobedo,424
H,trabajador,Servicios,18-24,Primaria o Secundaria,0,escobedo,424
H,independiente,Servicios,25-49,Primaria o Secundaria,1,escobedo,424
H,trabajador,Otro,25-49,Licenciatura,0,monterrey,342
F,trabajador,Servicios,25-49,Licenciatura,0,monterrey,342
H,trabajador,Construcción,50-59,Licenciatura,0,monterrey,342
H,independiente,Servicios,50-59,Postgrado,0,monterrey,342
F,trabajador,Servicios,60-64,Licenciatura,1,monterrey,342
H,trabajador,Servicios,25-49,Primaria o Secundaria,0,monterrey,342
H,trabajador,Servicios,25-49,Licenciatura,0,monterrey,342
F,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,apodaca,366
H,trabajador,Construcción,25-49,Carrera técnica o preparatoria,0,apodaca,366
H,trabajador,Construcción,25-49,Primaria o Secundaria,0,apodaca,366
F,trabajador,Servicios,18-24,Carrera técnica o preparatoria,0,apodaca,366
H,trabajador,Servicios,25-49,Licenciatura,1,apodaca,366
F,trabajador,Servicios,25-49,Licenciatura,0,apodaca,366
H,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,apodaca,366
H,independiente,Servicios,25-49,Primaria o Secundaria,1,guadalupe,376
H,trabajador,Industria manufacturera,50-59,Carrera técnica o preparatoria,0,guadalupe,376
H,trabajador,Industria manufacturera,18-24,Carrera técnica o preparatoria,1,guadalupe,376
H,trabajador,Industria manufacturera,18-24,Primaria o Secundaria,1,guadalupe,376
H,trabajador,Servicios,25-49,Carrera técnica o preparatoria,1,guadalupe,376
H,trabajador,Servicios,18-24,Primaria o Secundaria,1,guadalupe,376
F,trabajador,Comercio,25-49,Carrera técnica o preparatoria,0,guadalupe,376
F,independiente,Comercio,25-49,Primaria o Secundaria,1,guadalupe,376
H,trabajador,Servicios,25-49,Primaria o Secundaria,1,guadalupe,376
H,trabajador,Servicios,50-59,Primaria o Secundaria,0,guadalupe,376
F,trabajador,Comercio,25-49,Carrera técnica o preparatoria,0,monterrey,396
H,trabajador,Industria manufacturera,18-24,Carrera técnica o preparatoria,0,monterrey,396
F,trabajador,Transporte y comunicaciones,18-24,Licenciatura,0,monterrey,396
H,trabajador,Construcción,25-49,Primaria o Secundaria,1,monterrey,396
F,trabajador,Comercio,25-49,Primaria o Secundaria,0,monterrey,396
H,trabajador,Comercio,15-17,Carrera técnica o preparatoria,1,monterrey,396
H,independiente,Servicios,65-130,Primaria o Secundaria,1,san_nicolas,394
H,trabajador,Transporte y comunicaciones,50-59,Licenciatura,0,san_nicolas,394
F,trabajador,Gobierno,60-64,Carrera técnica o preparatoria,0,san_nicolas,394
H,trabajador,Servicios,25-49,Licenciatura,0,san_nicolas,394
H,otro,Servicios,18-24,Licenciatura,1,san_nicolas,394
H,trabajador,Servicios,50-59,Postgrado,0,san_nicolas,376
H,trabajador,Servicios,18-24,Licenciatura,0,san_nicolas,376
H,trabajador,Comercio,50-59,Licenciatura,0,san_nicolas,376
F,trabajador,Servicios,25-49,Licenciatura,0,san_nicolas,376
F,trabajador,Construcción,25-49,Licenciatura,0,san_nicolas,376
H,independiente,Servicios,60-64,Licenciatura,1,san_nicolas,376
H,trabajador,Industria manufacturera,50-59,Postgrado,0,san_nicolas,376
F,trabajador,Gobierno,50-59,Licenciatura,0,san_nicolas,376
H,trabajador,Construcción,25-49,Primaria o Secundaria,0,santa_catarina,594
H,trabajador,Construcción,25-49,Primaria o Secundaria,0,santa_catarina,594
H,trabajador,Servicios,25-49,Primaria o Secundaria,1,santa_catarina,594
F,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,santa_catarina,594
F,trabajador,Industria manufacturera,25-49,Licenciatura,0,santa_catarina,594
H,trabajador,Industria manufacturera,18-24,Licenciatura,0,santa_catarina,594
F,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,santa_catarina,594
H,trabajador,Servicios,25-49,Primaria o Secundaria,0,santa_catarina,594
F,independiente,Comercio,50-59,Primaria o Secundaria,1,santa_catarina,594
H,independiente,Industria manufacturera,50-59,Primaria o Secundaria,0,santiago,627
F,trabajador,Servicios,25-49,Licenciatura,0,santiago,627
F,trabajador,Servicios,18-24,Licenciatura,1,santiago,627
H,trabajador,Industria manufacturera,50-59,Primaria o Secundaria,0,santiago,627
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,santiago,627
H,trabajador,Comercio,18-24,Primaria o Secundaria,0,santiago,627
H,trabajador,Transporte y comunicaciones,50-59,Licenciatura,0,santiago,627
F,trabajador,Industria manufacturera,25-49,Licenciatura,0,santiago,627
H,trabajador,Comercio,25-49,Licenciatura,0,santiago,627
H,independiente,Construcción,50-59,Primaria o Secundaria,1,santiago,627
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,santiago,627
H,trabajador,Industria manufacturera,15-17,Carrera técnica o preparatoria,1,santiago,627
F,trabajador,Servicios,18-24,Licenciatura,0,santiago,627
H,trabajador,Transporte y comunicaciones,18-24,Licenciatura,0,santa_catarina,512
H,trabajador,Comercio,25-49,Primaria o Secundaria,0,santa_catarina,512
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,santa_catarina,512
F,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,santa_catarina,512
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,escobedo,496
H,trabajador,Industria manufacturera,18-24,Primaria o Secundaria,0,escobedo,496
H,independiente,Construcción,65-130,Primaria o Secundaria,1,escobedo,496
F,independiente,Comercio,25-49,Carrera técnica o preparatoria,1,escobedo,496
H,trabajador,Construcción,25-49,Primaria o Secundaria,0,escobedo,496
F,trabajador,Servicios,18-24,Carrera técnica o preparatoria,0,escobedo,496
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,escobedo,496
H,trabajador,Transporte y comunicaciones,25-49,Primaria o Secundaria,0,escobedo,496
H,trabajador,Industria manufacturera,18-24,Primaria o Secundaria,1,escobedo,496
H,trabajador,Servicios,50-59,Postgrado,1,san_pedro,704
H,trabajador,Servicios,25-49,Licenciatura,1,san_pedro,704
F,trabajador,Servicios,18-24,Primaria o Secundaria,1,san_pedro,704
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,1,guadalupe,356
F,trabajador,Servicios,18-24,Carrera técnica o preparatoria,1,guadalupe,356
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,guadalupe,356
F,trabajador,Comercio,25-49,Licenciatura,0,guadalupe,356
F,trabajador,Servicios,25-49,Primaria o Secundaria,0,guadalupe,356
H,trabajador,Comercio,25-49,Carrera técnica o preparatoria,1,juarez,409
F,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,juarez,409
H,trabajador,Servicios,18-24,Primaria o Secundaria,1,juarez,409
H,trabajador,Transporte y comunicaciones,25-49,Carrera técnica o preparatoria,0,juarez,409
H,trabajador,Construcción,25-49,Primaria o Secundaria,1,juarez,409
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,guadalupe,385
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,guadalupe,385
